week_start,account_id,account_name,department,team_lead,product,tier,licensed_seats,active_users,daily_avg_logins,total_sessions,avg_session_duration_min,features_used,total_features_available,feature_adoption_pct,api_calls_monitored,alerts_configured,alerts_triggered,incidents_detected,p1_incidents,deployments_monitored,avg_deployment_cycle_hours,mttr_hours,custom_dashboards,data_exports,buyer_error_rate_pct,seat_utilization_pct,notes
2024-12-23,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,2.3,13,8.7,8,45,17.8,1034,3,0,0,0,0,,,2,0,,41.7,campaign_api_monitoring
2024-12-30,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,11,11.7,95,20.4,38,62,61.3,83206,47,11,4,0,10,82.6,2.7,9,0,0,44.0,
2024-12-30,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,4.3,15,10.8,11,45,24.4,807,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-01-06,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,53.3,268,26.9,36,62,58.1,128251,48,10,0,0,10,75.8,2.6,10,0,0,92.0,
2025-01-06,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,6.3,47,7.1,11,45,24.4,8093,3,0,0,0,0,,,2,0,,75.0,campaign_api_monitoring
2025-01-13,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,30.1,147,27.7,34,62,54.8,88638,47,14,1,1,14,114.7,4.6,10,0,0,88.0,outage_week
2025-01-13,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,10,5.2,41,9.9,10,45,22.2,4359,2,0,0,0,0,,,2,0,,83.3,campaign_api_monitoring
2025-01-20,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,44.4,224,28.3,35,62,56.5,143557,47,10,0,0,14,73.4,2.9,10,0,0,84.0,
2025-01-20,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,5.6,19,14.4,10,45,22.2,2082,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-01-27,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,44.0,193,23.7,38,62,61.3,143986,47,10,0,0,13,75.4,3.1,10,0,0,92.0,
2025-01-27,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,7.0,34,12.4,10,45,22.2,3069,3,0,0,0,0,,,2,0,,66.7,campaign_api_monitoring
2025-02-03,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,52.3,346,20.8,39,62,62.9,142996,49,14,2,0,12,69.8,2.4,10,1,0,88.0,
2025-02-03,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,10,4.7,35,7.5,9,45,20.0,6948,3,0,0,0,0,,,2,0,,83.3,campaign_api_monitoring
2025-02-10,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,20,41.7,219,26.8,39,62,62.9,125421,52,12,4,0,11,70.8,2.9,10,1,0,80.0,
2025-02-10,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,4.4,27,,10,45,22.2,4603,3,0,0,0,0,,,1,0,,75.0,session_duration_not_recorded
2025-02-17,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,45.1,212,28.8,40,62,64.5,145317,53,14,3,0,11,74.3,2.7,11,0,0,92.0,
2025-02-17,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,11,10.6,34,10.7,10,45,22.2,1982,3,0,0,0,0,,,1,0,,91.7,campaign_api_monitoring
2025-02-24,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,40.9,221,23.1,40,62,64.5,160865,54,5,2,0,12,75.8,2.3,11,0,0,92.0,
2025-02-24,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,8.2,37,4.7,11,45,24.4,2263,3,0,0,0,0,,,2,0,,75.0,campaign_api_monitoring
2025-03-03,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,36.6,273,21.3,36,62,58.1,144489,52,14,0,0,11,70.4,2.8,11,0,0,84.0,
2025-03-03,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,4.5,30,8.8,9,45,20.0,3473,3,0,0,0,0,,,1,0,,66.7,campaign_api_monitoring
2025-03-10,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,48.6,279,22.4,40,62,64.5,126287,51,16,0,0,13,68.4,2.6,10,2,0,92.0,
2025-03-10,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,4.3,21,9.3,11,45,24.4,2870,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-03-17,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,59.5,279,25.4,38,62,61.3,167337,54,9,2,0,11,82.3,2.6,11,1,0,92.0,
2025-03-17,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,9.8,20,7.9,11,45,24.4,3751,3,0,0,0,0,,,2,0,,66.7,campaign_api_monitoring
2025-03-24,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,54.9,226,29.9,41,62,66.1,150015,53,9,0,0,11,80.8,2.3,11,3,0,88.0,
2025-03-24,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,7.1,34,14.6,10,45,22.2,5132,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-03-31,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,57.1,268,26.0,37,62,59.7,143030,56,8,4,0,17,67.3,2.6,12,0,0,92.0,
2025-03-31,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,6.2,30,9.6,11,45,24.4,4715,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-04-07,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,53.1,278,24.0,39,62,62.9,134963,56,18,0,0,13,71.3,2.9,11,0,0,84.0,
2025-04-07,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,8.7,21,9.8,9,45,20.0,5966,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-04-14,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,37.6,264,21.8,38,62,61.3,151395,55,15,0,0,13,67.5,2.7,11,0,0,84.0,
2025-04-14,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,4.3,26,7.7,10,45,22.2,3839,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-04-21,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,55.9,233,29.1,39,62,62.9,174106,57,7,4,0,15,75.0,2.2,12,0,0,88.0,
2025-04-21,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,8.0,35,10.6,11,45,24.4,5693,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-04-28,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,56.1,260,24.7,39,62,62.9,141041,58,19,2,0,15,70.7,2.4,12,1,0,88.0,
2025-04-28,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,6.7,17,6.6,12,45,26.7,6104,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-05-05,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,47.7,269,23.2,40,62,64.5,166095,56,9,5,0,15,67.7,2.3,12,0,0,92.0,
2025-05-05,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,9,3.3,45,6.8,13,45,28.9,5098,3,0,0,0,0,,,1,0,,75.0,campaign_api_monitoring
2025-05-12,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,42.0,316,27.6,39,62,62.9,155144,57,16,4,0,14,65.4,2.6,12,0,0,88.0,
2025-05-12,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,5.7,24,9.2,12,45,26.7,3454,3,0,0,0,0,,,1,0,,66.7,campaign_api_monitoring
2025-05-19,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,53.2,235,26.9,39,62,62.9,143018,57,20,2,0,13,66.9,2.6,13,2,0,88.0,
2025-05-19,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,8.3,36,7.9,10,45,22.2,5142,3,0,0,0,0,,,1,0,,66.7,campaign_api_monitoring
2025-05-26,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,52.0,175,23.4,43,62,69.4,176435,58,14,0,0,14,75.8,2.2,12,0,0,92.0,
2025-05-26,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,7.9,28,12.1,13,45,28.9,2760,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-06-02,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,53.8,244,27.4,38,62,61.3,153789,62,9,2,0,16,70.0,2.7,12,0,0,92.0,
2025-06-02,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,2.7,27,11.1,11,45,24.4,4044,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-06-09,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,49.3,352,24.5,44,62,71.0,159434,60,23,2,0,16,72.3,2.1,13,0,0,92.0,
2025-06-09,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,3.7,29,5.6,11,45,24.4,3053,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-06-16,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,46.1,228,22.2,39,62,62.9,152745,60,10,0,0,12,70.6,2.1,13,0,0,84.0,
2025-06-16,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,10.2,27,5.8,12,45,26.7,1882,3,0,0,0,0,,,1,0,,66.7,campaign_api_monitoring
2025-06-23,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,47.7,229,29.0,39,62,62.9,187277,64,8,4,0,17,65.9,2.2,14,0,0,84.0,
2025-06-23,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,8,8.8,29,8.2,13,45,28.9,2285,3,0,0,0,0,,,1,0,,66.7,campaign_api_monitoring
2025-06-30,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,60.1,227,22.3,41,62,66.1,147582,62,12,4,0,18,72.4,2.1,13,0,0,92.0,
2025-06-30,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,6.3,32,10.0,12,45,26.7,2346,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-07-07,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,17,30.8,158,29.7,42,62,67.7,156415,64,8,1,0,12,64.0,2.3,13,0,0,68.0,
2025-07-07,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,5.5,12,6.6,12,45,26.7,2319,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-07-14,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,18,30.7,144,28.9,44,62,71.0,125697,66,11,3,0,13,68.2,2.5,14,2,0,72.0,
2025-07-14,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,3.0,17,14.6,11,45,24.4,2903,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-07-21,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,19,40.0,208,31.7,42,62,67.7,127894,65,19,0,0,17,75.1,2.3,13,0,0,76.0,
2025-07-21,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,6.5,22,6.1,11,45,24.4,2469,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-07-28,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,17,29.7,190,24.5,41,62,66.1,159652,67,12,0,0,18,72.0,2.4,14,0,0,68.0,
2025-07-28,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,5.5,18,11.6,11,45,24.4,767,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-08-04,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,18,37.8,158,28.8,41,62,66.1,131802,67,12,1,0,15,71.3,1.9,13,0,0,72.0,
2025-08-04,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,5.7,21,9.0,10,45,22.2,1426,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-08-11,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,18,28.6,227,32.3,46,62,74.2,168561,64,16,3,0,17,65.6,2.4,15,0,0,72.0,
2025-08-11,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,6.4,17,6.6,12,45,26.7,1300,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-08-18,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,18,27.9,251,30.1,45,62,72.6,168090,70,9,0,0,17,68.8,1.9,14,0,0,72.0,
2025-08-18,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,2.2,19,11.2,11,45,24.4,2109,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-08-25,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,18,29.7,202,,47,62,75.8,133715,70,25,3,0,17,62.3,1.8,14,2,0,72.0,session_duration_not_recorded
2025-08-25,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,3.9,23,5.4,12,45,26.7,1359,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-09-01,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,48.3,186,29.0,41,62,66.1,190622,72,12,2,0,15,64.6,2.0,14,0,0,84.0,
2025-09-01,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,7,6.0,18,11.8,10,45,22.2,2738,3,0,0,0,0,,,1,0,,58.3,campaign_api_monitoring
2025-09-08,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,40.7,195,22.2,45,62,72.6,180208,71,23,4,0,16,63.1,2.2,15,0,0,96.0,
2025-09-08,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,4.3,27,12.1,10,45,22.2,2985,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-09-15,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,41.0,185,24.2,48,62,77.4,179169,70,12,2,0,19,70.9,1.9,15,0,0,84.0,
2025-09-15,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,6.3,20,12.4,10,45,22.2,4301,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-09-22,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,46.8,225,30.0,45,62,72.6,187217,69,11,0,0,14,67.8,1.7,15,0,0,88.0,
2025-09-22,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,6.1,14,11.6,10,45,22.2,1231,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-09-29,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,46.9,231,24.7,44,62,71.0,167580,70,22,1,0,18,59.7,2.1,15,0,0,84.0,
2025-09-29,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,5.0,26,10.3,10,45,22.2,1143,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-10-06,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,42.4,258,31.9,45,62,72.6,173490,74,22,0,0,18,63.1,1.8,15,1,0,84.0,
2025-10-06,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,3.3,20,11.2,10,45,22.2,2402,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-10-13,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,40.1,213,30.0,47,62,75.8,173181,77,6,0,0,14,61.5,1.7,15,0,0,84.0,
2025-10-13,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,6,5.3,26,12.4,10,45,22.2,2047,3,0,0,0,0,,,1,0,,50.0,campaign_api_monitoring
2025-10-20,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,37.2,215,31.1,45,62,72.6,188157,75,18,0,0,19,70.2,1.8,16,0,0,84.0,
2025-10-20,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,5.9,13,4.6,10,45,22.2,4306,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-10-27,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,50.5,237,23.7,43,62,69.4,203580,78,18,4,1,20,61.3,1.6,16,0,0,96.0,
2025-10-27,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,5.1,26,12.3,9,45,20.0,3684,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-11-03,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,54.1,188,29.5,46,62,74.2,225908,78,24,3,0,18,58.5,2.0,16,1,0,92.0,
2025-11-03,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,6.4,18,4.4,10,45,22.2,2065,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-11-10,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,50.4,177,29.1,45,62,72.6,174811,74,11,2,0,20,59.7,1.8,17,1,0,88.0,
2025-11-10,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,4.4,17,6.3,10,45,22.2,2831,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-11-17,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,55.8,287,24.7,49,62,79.0,191423,78,18,2,0,15,59.3,2.0,16,2,0,96.0,
2025-11-17,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,2.2,10,9.0,10,45,22.2,2713,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2025-11-24,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,37.1,196,29.0,44,62,71.0,195357,79,8,0,0,16,60.0,1.6,16,0,0,84.0,
2025-11-24,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,4.3,11,13.1,9,45,20.0,2218,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2025-12-01,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,50.8,224,25.8,46,62,74.2,172597,80,23,1,0,18,56.7,1.7,16,0,0,88.0,
2025-12-01,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,3.7,13,10.3,10,45,22.2,1733,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-12-08,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,44.3,293,26.0,49,62,79.0,185356,75,8,0,0,20,65.4,1.6,16,0,0,96.0,
2025-12-08,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,4.3,17,9.8,11,45,24.4,1199,2,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-12-15,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,50.8,186,31.8,48,62,77.4,235766,79,19,1,0,18,59.2,1.8,16,1,0,92.0,
2025-12-15,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,5,2.9,12,8.5,8,45,17.8,3317,3,0,0,0,0,,,1,0,,41.7,campaign_api_monitoring
2025-12-22,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,11,14.2,124,25.7,52,62,83.9,123968,82,24,0,0,15,66.8,1.7,17,0,0,44.0,
2025-12-22,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,2,1.0,7,14.1,10,45,22.2,228,2,0,0,0,0,,,1,0,,16.7,campaign_api_monitoring
2025-12-29,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,13,17.7,137,26.9,45,62,72.6,130998,83,13,1,0,17,56.6,1.7,16,0,0,52.0,
2025-12-29,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,2,0.9,6,10.4,8,45,17.8,397,2,0,0,0,0,,,1,0,,16.7,campaign_api_monitoring
2026-01-05,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,13,13.3,172,27.5,50,62,80.6,126935,79,7,7,0,20,61.6,1.5,17,0,0,52.0,
2026-01-05,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,2,1.9,4,7.7,10,45,22.2,695,2,0,0,0,0,,,1,0,,16.7,campaign_api_monitoring
2026-01-12,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,58.9,370,28.1,50,62,80.6,232556,80,13,4,0,18,66.5,1.4,16,0,0,96.0,
2026-01-12,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.6,17,8.5,11,45,24.4,3238,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-01-19,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,45.1,240,30.0,47,62,75.8,186238,81,17,5,0,20,55.0,1.7,17,2,0,96.0,
2026-01-19,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.9,19,14.3,10,45,22.2,1904,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-01-26,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,46.5,264,25.2,48,62,77.4,213200,85,18,3,0,19,56.6,1.5,18,3,0,92.0,
2026-01-26,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.2,12,7.7,8,45,17.8,1728,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-02-02,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,45.9,209,26.4,51,62,82.3,193365,86,13,2,0,21,56.5,1.6,18,2,0,92.0,
2026-02-02,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.3,12,4.7,10,45,22.2,1430,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-02-09,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,52.0,306,32.0,53,62,85.5,216681,85,9,3,1,22,57.3,1.5,18,0,0,88.0,
2026-02-09,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.1,18,4.8,9,45,20.0,3827,3,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-02-16,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,24,53.8,268,27.4,51,62,82.3,215804,81,22,1,0,22,64.2,1.5,18,2,0,96.0,
2026-02-16,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,3,2.7,8,4.7,9,45,20.0,2785,2,0,0,0,0,,,1,0,,25.0,campaign_api_monitoring
2026-02-23,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,21,36.0,302,31.0,51,62,82.3,226987,82,7,2,0,20,55.2,1.4,18,0,0,84.0,
2026-02-23,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,5.5,17,8.8,8,45,17.8,1447,2,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-03-02,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,23,51.9,265,31.5,52,62,83.9,191327,81,20,2,0,16,57.3,1.6,18,0,0,92.0,
2026-03-02,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,4,3.7,9,13.5,10,45,22.2,2024,2,0,0,0,0,,,1,0,,33.3,campaign_api_monitoring
2026-03-09,MERID-001,Meridian Health,Engineering,David Wu,API Monitoring,enterprise,25,22,39.6,329,34.5,47,62,75.8,211738,86,20,1,0,16,60.7,1.5,18,0,0,88.0,
2026-03-09,MERID-001,Meridian Health,Marketing,Lisa Huang,API Monitoring,growth,12,3,2.3,11,7.0,8,45,17.8,1260,3,0,0,0,0,,,0,0,,25.0,campaign_api_monitoring
